text,intent
please how long is the drive in today,commute_traffic
i no longer want sms notifications please,update_preferences
please can i get a referral letter for my insurer,insurance_query
please remind me at 8am tomorrow,set_reminder
can you show my pto summary,check_pto
please apply for annual leave,submit_leave
i want to reset my settings,update_preferences
please set my morning alarm,set_alarm
add submit my report to my to do list right now,manage_todo
alarm at 6am every weekday,set_alarm
what is my leave entitlement right now,check_pto
can you turn off the living room lights,control_home
set the lights to movie mode please,control_home
recommend a family friendly restaurant right now,restaurant_suggest
please hello can you help me today,greeting
please find hotels near my meeting venue,book_hotel
what is the status of my flight right now,check_flight_status
what are my working hours,work_schedule
please how long until my order arrives,order_food
tell me about ancient history right now,out_of_scope
set the lights to movie mode right now,control_home
please hey i have a question,greeting
please add extra items to my order,order_food
can you is there traffic on my commute,commute_traffic
i want to change my language setting please,update_preferences
what tasks are overdue right now,manage_todo
please good morning,greeting
can you how much money do i have,check_balance
lower the heating,control_home
please explain my credit score to me,check_credit_score
can you set an alarm for 7am,set_alarm
has my flight been cancelled please,check_flight_status
who won the football last night please,out_of_scope
what factors affect my credit score right now,check_credit_score
can you lower the heating,control_home
can you when do i take my blood pressure pills,medication_reminder
how much is left in my account please,check_balance
i require to cancel my flight,cancel_booking
can you i want to be notified about something,set_reminder
is there construction affecting my route please,commute_traffic
how often should i take this medication please,medication_reminder
what time does the office open please,work_schedule
request time off for my trip please,submit_leave
do you handle banking queries right now,capabilities
what tasks did my team complete this week please,task_management
book an appointment at the dental clinic,book_appointment
can i get a refund if i cancel,cancel_booking
how do i contact my insurance provider right now,insurance_query
i'd like to did not make this purchase,report_fraud
please morning,greeting
suggest somewhere italian near me,restaurant_suggest
can you set a recurring reminder for my medication,medication_reminder
can you undo my hotel reservation,cancel_booking
please i need to visit the hospital,book_appointment
book flights for two people to lisbon right now,book_flight
display my flight booking,check_flight_status
my card has been used fraudulently right now,report_fraud
undo my hotel reservation,cancel_booking
someone used my card without permission please,report_fraud
can you book me on the earliest flight tomorrow,book_flight
please what can i eat for dinner tonight,dietary_advice
do i have any meetings today right now,check_schedule
i want to dispute a transaction right now,report_fraud
how many sick days have i used please,check_pto
please wake me up early for my flight,set_alarm
please remind me about something,set_reminder
i require to track my medication schedule,medication_reminder
can you show my home security camera,control_home
please i want to dispute a transaction,report_fraud
please confirm my flight for tomorrow,check_flight_status
can you i want a low calorie dinner idea,dietary_advice
i require to eat more vegetables suggest something,dietary_advice
can you what tasks do i have to complete,manage_todo
when is everyone free for a meeting,schedule_meeting
schedule a car wash right now,car_maintenance
please add a recurring reminder,set_reminder
i want to try something new to eat,restaurant_suggest
i would like to personalise my assistant,update_preferences
book time with my manager for a review please,schedule_meeting
please delete a completed task,manage_todo
find a time for a team meeting right now,schedule_meeting
can i claim for physiotherapy,insurance_query
what are the best restaurants nearby,restaurant_suggest
can you how much is in my account,check_balance
what healthy snacks can i eat,dietary_advice
what movies are showing tonight please,out_of_scope
has the airline changed my flight,check_flight_status
please block out time for a presentation,schedule_meeting
please when is my subscription payment,check_bill_due
please how much is left in my account,check_balance
can you suggest somewhere italian near me,restaurant_suggest
i need to dispute an unauthorised payment right now,report_fraud
set an alert for my meeting right now,set_reminder
am i rostered in this weekend please,work_schedule
i want to transfer money right now,make_transfer
please cancel my food order,order_food
display my work tasks,task_management
i need to see a doctor,book_appointment
please what flights are available to amsterdam,book_flight
when did i'd like to last change my oil,car_maintenance
i'd like to see a charge i'd like to dont recognise,report_fraud
schedule a meeting for tomorrow please,schedule_meeting
remind me about something right now,set_reminder
where is my office located,work_schedule
show my current account funds please,check_balance
can you how much pto rolls over next year,check_pto
how to raise my credit score,check_credit_score
transfer 500 euros to my savings,make_transfer
please create a new task for me,manage_todo
can you are there any bills i might miss,check_bill_due
please what will the stock market do tomorrow,out_of_scope
show my pto summary please,check_pto
i keep forgetting things set a reminder right now,set_reminder
can you am i close to my step goal,track_fitness
i'd like to want to change my language setting,update_preferences
please i want to know your capabilities,capabilities
can you show me upcoming bills,check_bill_due
i'd like to need to visit the hospital,book_appointment
can you how do i contact my insurance provider,insurance_query
do i have enough days for a 5 day break,check_pto
please find a doctor available this week,book_appointment
hey i have a question right now,greeting
can you how did i sleep last night,track_fitness
when do i finish work this week right now,work_schedule
please what meetings do i have this week,check_schedule
can you remind me in an hour,set_reminder
can you did i take my morning medication,medication_reminder
can you what is my step count,track_fitness
i need a flight ticket please,book_flight
set my morning alarm,set_alarm
apply for emergency leave right now,submit_leave
show me the office schedule,work_schedule
please i want to pay back a friend,make_transfer
cancel everything for my paris trip,cancel_booking
please turn on the kitchen lights,control_home
please i want indian takeaway,order_food
i require a flight ticket,book_flight
can you find me a free appointment slot,book_appointment
i'd like to need to see someone about my back pain,book_appointment
set an alarm for 7am please,set_alarm
how active have i been this week right now,track_fitness
i would like to know my credit score,check_credit_score
what kind of assistant are you,capabilities
list everything on my calendar right now,check_schedule
please activate the security alarm,control_home
i want to stay in a 4 star hotel right now,book_hotel
how much is my insurance premium please,insurance_query
can you what is the speed of light,out_of_scope
tell me my average sleep,track_fitness
can you good evening,greeting
are there any delays on my commute right now,commute_traffic
can you find me a flight to london,book_flight
can you i need to travel urgently book a flight,book_flight
recommend a good place for lunch please,restaurant_suggest
tell me my creditworthiness please,check_credit_score
please what kind of assistant are you,capabilities
please check road conditions for my journey,commute_traffic
good morning please,greeting
what bills are due next week please,check_bill_due
i would like to order gluten free food,order_food
i require sick leave for today,submit_leave
log my work hours right now,task_management
i would like to try something new for dinner,dietary_advice
can you what are some gluten free snacks,dietary_advice
do i have a busy day tomorrow right now,check_schedule
renew my insurance policy right now,insurance_query
can you i need to organise my tasks,manage_todo
tell me my flight number,check_flight_status
please how many steps have i taken today,track_fitness
i would like to pay back a friend,make_transfer
write me a story,out_of_scope
find an alternative route to avoid traffic please,commute_traffic
create a new task for me,manage_todo
please order chinese food for tonight,order_food
can you add a meeting to my calendar,schedule_meeting
can you arrange a consultation for me,book_appointment
can you what is my savings account balance,check_balance
can you add submit my report to my to do list,manage_todo
i want to go out for dinner right now,restaurant_suggest
i need to see a specialist right now,book_appointment
can you change my home address,update_preferences
how long is the drive in today please,commute_traffic
update the status of my report right now,task_management
is there an accident on my route,commute_traffic
how much annual leave do i'd like to have,check_pto
i need to know if my credit is good,check_credit_score
please i need pet friendly accommodation,book_hotel
i need a reminder for tomorrow,set_reminder
how much is in my account please,check_balance
please cancel everything for my paris trip,cancel_booking
please help me move money to savings,make_transfer
have i been hitting my daily goals please,track_fitness
when is my car service due please,car_maintenance
can you when is my rent due,check_bill_due
can you i need sick leave for today,submit_leave
can you i want to get takeaway,order_food
can you find recipes that match my diet,dietary_advice
can you i think my account has been hacked,report_fraud
am i working from home today please,work_schedule
can you are there any delays on my commute,commute_traffic
undo my hotel reservation please,cancel_booking
can i cancel without a penalty,cancel_booking
what is a good spot for a date night right now,restaurant_suggest
i want to change my language setting right now,update_preferences
can you what is my resting heart rate,track_fitness
display my pending tasks,manage_todo
please this charge looks fraudulent,report_fraud
i would like to take a day off on monday,submit_leave
i'd like to need to see my payment schedule,check_bill_due
cancel my food order right now,order_food
good day,greeting
please what is on my calendar,check_schedule
can you i need to book a mot,car_maintenance
what are the best hotels for my trip,book_hotel
what is hurting my credit score please,check_credit_score
can you show upcoming events on my calendar,check_schedule
please write me a story,out_of_scope
do i have anything scheduled for this afternoon,check_schedule
add a high priority item to my list please,manage_todo
i have a meeting to arrange right now,schedule_meeting
translate this sentence to japanese right now,out_of_scope
find me a hotel in paris please,book_hotel
please show me my annual leave status,check_pto
turn off all the lights please,control_home
please update my account information,update_preferences
i'd like to want indian takeaway,order_food
can you turn on the outdoor lights,control_home
help me find a flight right now,book_flight
turn off notifications,update_preferences
please how do i report card fraud,report_fraud
how do i contact my insurance provider,insurance_query
create a new task for me please,manage_todo
please check my energy usage today,control_home
can you who won the football last night,out_of_scope
please block my card immediately suspicious activity,report_fraud
book time with my manager for a review right now,schedule_meeting
what can i cook without gluten right now,dietary_advice
do i have any holidays left,check_pto
cancel the restaurant reservation right now,cancel_booking
can you set the heating to come on at 6pm,control_home
can you what is the most urgent task,manage_todo
please book a return flight to new york,book_flight
morning right now,greeting
check the departure time of my flight,check_flight_status
i finished the presentation mark it done please,task_management
am i close to my step goal please,track_fitness
are there any travel restrictions right now right now,travel_documents
show me my account balance,check_balance
find me a free appointment slot please,book_appointment
can you how long will it take to get to work,commute_traffic
what is the most urgent task please,manage_todo
can you remind me of my outstanding tasks,manage_todo
how can i improve my credit score right now,check_credit_score
update my account information right now,update_preferences
i want to book a flight please,book_flight
my check engine light came on please,car_maintenance
can you process a transfer for me please,make_transfer
please good afternoon,greeting
can you i want to order gluten free food,order_food
please what gate is my flight at,check_flight_status
please what temperature is the house,control_home
will i have enough pto for my trip please,check_pto
what are my flight details right now,check_flight_status
what gate is my flight at right now,check_flight_status
hi'd like to how are you,greeting
can you what do you support,capabilities
what recurring payments do i have please,check_bill_due
hey i have a question please,greeting
greetings right now,greeting
create an alarm for an important task,set_reminder
set a reminder for my tablets please,medication_reminder
start a cooking timer right now,set_alarm
i want to see my leave history right now,check_pto
show me my schedule for the week,check_schedule
how many active minutes today,track_fitness
what is the dress code for this meeting right now,work_schedule
please how do i cancel my trip,cancel_booking
how do i'd like to transfer funds,make_transfer
when is my rent due,check_bill_due
i'd like to want to book a flight,book_flight
give me a traffic report for my area right now,commute_traffic
how much money do i'd like to have,check_balance
how can you help me please,capabilities
hello assistant please,greeting
show me my annual leave status right now,check_pto
suggest a place that fits my diet,restaurant_suggest
confirm my flight for tomorrow right now,check_flight_status
what tasks do i have to complete,manage_todo
how active have i been this week please,track_fitness
find direct flights to dubai please,book_flight
can you translate this sentence to japanese,out_of_scope
please move this to completed,manage_todo
please tell me about ancient history,out_of_scope
can you what are the entry requirements for the usa,travel_documents
i need to track my medication schedule,medication_reminder
can you compare my steps to last week,track_fitness
start a cooking timer please,set_alarm
is there a delay on my flight right now,check_flight_status
can you book a flight for next week,book_flight
hello assistant right now,greeting
what is my credit score please,check_credit_score
book hotel accommodation for the conference please,book_hotel
give me a recipe for chocolate cake,out_of_scope
change my communication preference please,update_preferences
i'd like to need to review the project timeline,task_management
i'd like to want to personalise my assistant,update_preferences
when does my next flight leave please,check_flight_status
book my car for a tyre change,car_maintenance
how many days off do i have left please,check_pto
please what are the customs rules when arriving,travel_documents
is the ryanair flight delayed today please,check_flight_status
what is my flight number please,check_flight_status
i'd like to want to cancel my travel booking,cancel_booking
is my passport valid for this trip,travel_documents
can you will i be late if i leave now,commute_traffic
is friday a remote day,work_schedule
i'd like to want to fly this weekend,book_flight
can you are you able to book flights,capabilities
can you schedule a catch up with sarah,schedule_meeting
what can i'd like to ask you,capabilities
i want to fly this weekend,book_flight
can you is my insurance policy up to date,insurance_query
can you what can i ask you,capabilities
what events do i have coming up please,check_schedule
block my card immediately suspicious activity right now,report_fraud
what can i get delivered near me right now,order_food
set a reminder for my tablets,medication_reminder
help me transfer money right now,make_transfer
can you is my balance enough for a purchase,check_balance
morning,greeting
can you what is the cheapest delivery right now,order_food
predict the lottery numbers,out_of_scope
can you look up my account balance,check_balance
what factors affect my credit score please,check_credit_score
book a flight for next week please,book_flight
please tell me my creditworthiness,check_credit_score
can you remind me to take my medication,medication_reminder
can you what factors affect my credit score,check_credit_score
hi there right now,greeting
break down this task into steps right now,manage_todo
please i want to try something new for dinner,dietary_advice
show my fitness trends this month,track_fitness
how did i sleep last night,track_fitness
book a long weekend off,submit_leave
can you show me my commitments this week,check_schedule
what hospital am i'd like to covered in,insurance_query
please i want to try something new to eat,restaurant_suggest
do i'd like to need an esta to visit america,travel_documents
what is happening tomorrow right now,check_schedule
can you manage my calendar please,capabilities
can you book me into a hotel please,book_hotel
when does my electricity bill get charged right now,check_bill_due
please greetings,greeting
wake me up at 6 30 please,set_alarm
please search for available flights,book_flight
why did my credit score drop please,check_credit_score
can you what is my deadline for this project,task_management
please look up my account balance,check_balance
request time off for my trip,submit_leave
hi i want to ask something please,greeting
can you send money to another account,make_transfer
how much do i owe for bills this month,check_bill_due
how much money is available to me please,check_balance
can you set up a video call for the project,schedule_meeting
how is my credit rating please,check_credit_score
do i need a visa for france right now,travel_documents
are there any bills i'd like to might miss,check_bill_due
am i'd like to working from home today,work_schedule
i need a 25 minute timer please,set_alarm
i'd like to prefer formal language please,update_preferences
what medication do i'd like to take in the morning,medication_reminder
can i claim for physiotherapy right now,insurance_query
can you what are your features,capabilities
book a return flight to new york,book_flight
what is blocking my current task,task_management
i want to personalise my assistant,update_preferences
can you never let me forget my daily pills,medication_reminder
remind me about my evening dose please,medication_reminder
what is my available balance right now,check_balance
please i want to take the week before christmas off,submit_leave
can i see my credit report right now,check_credit_score
please hi what can you do,greeting
can you what documents do i need to travel,travel_documents
please hi there what can you do,greeting
how do i report card fraud,report_fraud
please get me a pizza delivered,order_food
check my leave balance please,check_pto
remind me about something,set_reminder
can you what is my average sleep,track_fitness
compose an email to my colleague,out_of_scope
book me on the earliest flight tomorrow please,book_flight
schedule my annual health checkup,book_appointment
change my alarm tone right now,update_preferences
remind me in an hour right now,set_reminder
what factors affect my credit score,check_credit_score
check my bank balance,check_balance
please show my workout summary,track_fitness
request pto for my holiday please,submit_leave
help me move money to savings right now,make_transfer
tell me my balance please,check_balance
cancel my flight booking reference right now,cancel_booking
find me the earliest available doctor please,book_appointment
can you i want to personalise my assistant,update_preferences
my identity may have been stolen,report_fraud
find hotels with gym facilities,book_hotel
my car needs a service soon please,car_maintenance
what meetings do i have this week please,check_schedule
what restaurants can i'd like to book for this weekend,restaurant_suggest
can you what is my insurance plan name,insurance_query
can you have i missed any medication today,medication_reminder
hello assistant,greeting
what is blocking my current task right now,task_management
remind me in an hour,set_reminder
can you hello jarvis are you there,greeting
can you hey good morning,greeting
can you what fees apply to transfers,make_transfer
arrange a consultation for me right now,book_appointment
please set a recurring reminder for my medication,medication_reminder
please can i move money between accounts,make_transfer
i'd like to need to arrange a meeting with my team,schedule_meeting
please what bills do i have coming up,check_bill_due
please i want to see a physiotherapist,book_appointment
i would like to see my leave history,check_pto
i would like to change my language setting,update_preferences
what is my agenda for today,check_schedule
can you give me an update on my flight,check_flight_status
please show me my schedule for the week,check_schedule
find fast food delivery near me,order_food
how much time off do i'd like to have,check_pto
please check my leave balance,check_pto
please freeze my card there is fraud,report_fraud
can you lock the front door,control_home
cancel everything for my paris trip right now,cancel_booking
how long is my visa valid for,travel_documents
my car needs a service soon,car_maintenance
submit a pto request for july,submit_leave
please remind me at 8am to take my pills,medication_reminder
what do i have on today right now,check_schedule
please find direct flights to dubai,book_flight
please how much do i owe for bills this month,check_bill_due
book a flight for next week right now,book_flight
what can you do right now,capabilities
who is my manager please,work_schedule
can you tell me about health requirements for travel,travel_documents
please change my home address,update_preferences
good day please,greeting
when does my flight depart,check_flight_status
show me my pending tasks please,manage_todo
track my food delivery right now,order_food
help me prepare my travel paperwork,travel_documents
what is blocking my current task please,task_management
order food for delivery,order_food
can you show me my smart home status,control_home
what tasks did my team complete this week,task_management
never let me forget my daily pills please,medication_reminder
please set a reminder for next monday,set_reminder
is the thermostat set correctly right now,control_home
please check if i am free next tuesday,check_schedule
i require to fly to paris,book_flight
what is covered under my vhi plan,insurance_query
show upcoming events on my calendar please,check_schedule
can you check my holiday allowance,check_pto
add submit my report to my to do list please,manage_todo
can you recommend a good place for lunch,restaurant_suggest
i want to take time off right now,submit_leave
please i need windscreen repair,car_maintenance
remind me to take my medication,medication_reminder
what healthy snacks can i'd like to eat,dietary_advice
alarm at 6am every weekday right now,set_alarm
remind me to take my medication right now,medication_reminder
show me my credit history,check_credit_score
remind me of my outstanding tasks,manage_todo
i need a gluten free recipe,dietary_advice
can you hi what can you do,greeting
please what hospital am i covered in,insurance_query
set multiple alarms for the morning please,set_alarm
can you what are the best restaurants nearby,restaurant_suggest
order something vegetarian for dinner right now,order_food
how much pto rolls over next year,check_pto
assign this task to my teammate right now,task_management
i require windscreen repair,car_maintenance
show upcoming events on my calendar,check_schedule
my car battery might be low right now,car_maintenance
please i need to send a payment,make_transfer
tell me my available balance,check_balance
can you what are my flight details,check_flight_status
please find the best rated hotels in rome,book_hotel
what is my leave entitlement please,check_pto
can you i need to know my flight departure time,check_flight_status
can you book me into a hotel right now,book_hotel
set a heating schedule please,control_home
i want push notifications instead,update_preferences
request parental leave right now,submit_leave
can you tell me a joke,out_of_scope
suggest a plant based dinner right now,dietary_advice
can you what is the fastest way to the office,commute_traffic
apply for emergency leave please,submit_leave
can you hello,greeting
what is the capital of mongolia right now,out_of_scope
find a doctor available this week right now,book_appointment
please search for business class flights,book_flight
please i need to send money abroad,make_transfer
plan my meals for the week,dietary_advice
i need to cancel my flight please,cancel_booking
turn off all devices please,control_home
are there any travel restrictions right now please,travel_documents
please how do i do a bank transfer,make_transfer
please set the thermostat to 21 degrees,control_home
can we set up a zoom call right now,schedule_meeting
good evening right now,greeting
book time with my manager for a review,schedule_meeting
hello can you help me today,greeting
how long until my order arrives right now,order_food
will i be late if i leave now please,commute_traffic
how long is the drive in today right now,commute_traffic
lower the heating right now,control_home
what restaurants can i book for this weekend,restaurant_suggest
please what restaurants can i book for this weekend,restaurant_suggest
i want to go out for dinner,restaurant_suggest
can you how do i make an insurance claim,insurance_query
i'd like to need a gluten free recipe,dietary_advice
organise a planning session for the team right now,schedule_meeting
can you show my heart rate data,track_fitness
can you help me move money to savings,make_transfer
give me a fitness progress update please,track_fitness
please tell me about my upcoming financial obligations,check_bill_due
find me somewhere to eat right now,restaurant_suggest
do i'd like to need to print my boarding pass,travel_documents
schedule a catch up with sarah,schedule_meeting
what can i ask you please,capabilities
please what factors affect my credit score,check_credit_score
i need windscreen repair,car_maintenance
tell me a good spot for a date night,restaurant_suggest
i need to call off my trip,cancel_booking
can you i want to take time off,submit_leave
update the status of my report please,task_management
i'd like to never made this transaction,report_fraud
i need a notification for my event right now,set_reminder
how busy is the motorway right now right now,commute_traffic
is my passport expiring soon,travel_documents
i need to travel urgently book a flight,book_flight
hey jarvis right now,greeting
please do i need to print my boarding pass,travel_documents
change my alarm to 7 30 right now,set_alarm
can you how do i book a desk at the office,work_schedule
never let me forget my daily pills right now,medication_reminder
please do i have any holidays left,check_pto
update my preferences,update_preferences
organise a planning session for the team please,schedule_meeting
can you how do i add a family member to my insurance,insurance_query
can you remind me to call someone,set_reminder
tell me a joke please,out_of_scope
did i take my morning medication,medication_reminder
please check my credit file,check_credit_score
do i need a visa for france,travel_documents
am i free on friday right now,check_schedule
i require to arrange a meeting with my team,schedule_meeting
how do i make an insurance claim,insurance_query
can you what is the full list of things you do,capabilities
can you add a recurring task,manage_todo
can you debug my python code,out_of_scope
create an alarm for an important task please,set_reminder
please check my bank balance,check_balance
tell me my car registration,car_maintenance
can you why did my credit score drop,check_credit_score
can you what smart devices are connected,control_home
my account has been compromised right now,report_fraud
please book a flight for next week,book_flight
i'd like to want to play a trivia game,out_of_scope
please assign this task to my teammate,task_management
snooze my alarm right now,set_alarm
log my work hours please,task_management
can you show my current account funds,check_balance
turn off the living room lights right now,control_home
suggest a restaurant for tonight right now,restaurant_suggest
what id do i need at the airport,travel_documents
what is the most urgent task right now,manage_todo
can you how do i report card fraud,report_fraud
please i need to book a mot,car_maintenance
did i take my morning medication right now,medication_reminder
please book a table for two tonight,restaurant_suggest
when does my flight depart right now,check_flight_status
find me a healthy recipe right now,dietary_advice
can you update my account information,update_preferences
can you i need to know if my credit is good,check_credit_score
please debug my python code,out_of_scope
can you list everything on my calendar,check_schedule
can you order food for delivery,order_food
i need ideas for a high protein breakfast please,dietary_advice
order chinese food for tonight right now,order_food
what are the limits on my health cover right now,insurance_query
i want to get takeaway please,order_food
freeze my card there is fraud,report_fraud
cancel my alarm,set_alarm
send a progress update for my project please,task_management
can i'd like to cancel without a penalty,cancel_booking
i'd like to need ideas for a high protein breakfast,dietary_advice
please book flights for two people to lisbon,book_flight
please hey jarvis,greeting
update me on my morning commute right now,commute_traffic
how did i sleep last night please,track_fitness
tell me my leave entitlement,check_pto
set an alarm before my appointment please,set_alarm
can i take a week off please,check_pto
how do i'd like to get my money back for a cancelled trip,cancel_booking
can i see what is on my credit report please,check_credit_score
can you set a daily reminder for me,set_reminder
please log my work hours,task_management
give me a recipe for chocolate cake please,out_of_scope
when is my next payment due,check_bill_due
remind me to call someone right now,set_reminder
i need a notification for my event please,set_reminder
when do i finish work this week,work_schedule
how is my credit rating,check_credit_score
can you how long does it take to improve credit,check_credit_score
i need to know if my credit is good right now,check_credit_score
i'd like to no longer need this booking,cancel_booking
check if the door is locked,control_home
hi'd like to what can you do,greeting
i no longer need this booking please,cancel_booking
what should i eat before a workout,dietary_advice
what vaccinations do i need for travel,travel_documents
can you has my flight been cancelled,check_flight_status
find a time for a team meeting please,schedule_meeting
apply for unpaid leave right now,submit_leave
can i'd like to see what is on my credit report,check_credit_score
do i require to print my boarding pass,travel_documents
send money to another account please,make_transfer
suggest meals for the week please,dietary_advice
please book a dental appointment,book_appointment
please someone used my card without permission,report_fraud
i need to see a doctor please,book_appointment
book hotel accommodation for the conference right now,book_hotel
can you check my credit file,check_credit_score
can you what services can you help with,capabilities
what do i'd like to have on today,check_schedule
change my home address,update_preferences
please when do i take my blood pressure pills,medication_reminder
tell me about visa requirements please,travel_documents
can i see my credit report please,check_credit_score
can you find me somewhere to eat,restaurant_suggest
my account has been compromised please,report_fraud
remind me at 8am tomorrow please,set_reminder
can you what time does the office open,work_schedule
can you play chess with me please,out_of_scope
what are my options for flights to berlin,book_flight
renew my insurance policy please,insurance_query
have i missed any medication today please,medication_reminder
show tasks due this week please,manage_todo
activate the security alarm please,control_home
how do i transfer to a different bank right now,make_transfer
is there traffic on my commute right now,commute_traffic
show my home security camera,control_home
can you submit a leave request,submit_leave
i would like to cancel my travel booking,cancel_booking
who is my manager right now,work_schedule
what time is my next event,check_schedule
please do i have any meetings today,check_schedule
please did i hit my fitness goal today,track_fitness
please i am vegetarian what can i have for lunch,dietary_advice
can you what is the transfer limit,make_transfer
please check my holiday allowance,check_pto
please book my car for a tyre change,car_maintenance
please what are the entry requirements for the usa,travel_documents
book me somewhere to stay in london please,book_hotel
please cancel my upcoming booking,cancel_booking
show me my work tasks please,task_management
i'd like to want a gradual wake alarm,set_alarm
can you how much annual leave do i have,check_pto
am i free on friday please,check_schedule
book an appointment with my dentist please,book_appointment
can you i want to reset my settings,update_preferences
please can i see what is on my credit report,check_credit_score
hello right now,greeting
my car battery might be low,car_maintenance
can you find a time for a team meeting,schedule_meeting
how long is the drive in today,commute_traffic
can you is my dental covered by insurance,insurance_query
what is my car registration right now,car_maintenance
is the office closed next week right now,work_schedule
show me my flight booking,check_flight_status
what tasks are assigned to me please,task_management
list everything on my calendar,check_schedule
tell me about health requirements for travel right now,travel_documents
can you what milestones are coming up,task_management
there is a transaction i did not make,report_fraud
please tell me about health requirements for travel,travel_documents
what time is my next event please,check_schedule
please has my flight been cancelled,check_flight_status
what bills do i'd like to have coming up,check_bill_due
is the ryanair flight delayed today right now,check_flight_status
what is a good vegetarian protein source right now,dietary_advice
please what is the transfer limit,make_transfer
can you escalate this issue in the project,task_management
please show my pto summary,check_pto
can you am i free on friday,check_schedule
hey good morning please,greeting
can you tell me my balance please,check_balance
can you i want indian takeaway,order_food
can you is there construction affecting my route,commute_traffic
can you tell me a fun fact about space,out_of_scope
what is my current credit rating please,check_credit_score
book accommodation for my trip please,book_hotel
can you suggest hotels that match my budget,book_hotel
please apply for unpaid leave,submit_leave
i want to book a flight,book_flight
please what are the limits on my health cover,insurance_query
can you what tasks did my team complete this week,task_management
please how do i transfer funds,make_transfer
what movies are showing tonight,out_of_scope
tell me my credit score,check_credit_score
compare my steps to last week,track_fitness
is the office closed next week please,work_schedule
check if the door is locked please,control_home
what restaurants are near me,restaurant_suggest
can you what meetings do i have at work,work_schedule
can you i need to clear my task backlog,manage_todo
i require a daily reminder for my prescription,medication_reminder
find the best rated hotels in rome,book_hotel
remind me in an hour please,set_reminder
can you check if this treatment is covered,insurance_query
check the progress on my tasks please,task_management
when did i last change my oil please,car_maintenance
i need to send a payment right now,make_transfer
when does my car tax expire please,car_maintenance
turn off the living room lights please,control_home
please show me my activity for the week,track_fitness
good morning,greeting
please book an appointment at the dental clinic,book_appointment
hi what can you do right now,greeting
arrange a consultation for me please,book_appointment
i need to know my flight departure time right now,check_flight_status
how do i book a desk at the office,work_schedule
can you hey,greeting
please can you code for me,out_of_scope
what tasks are overdue please,manage_todo
set up a call with my manager,schedule_meeting
show my heart rate data right now,track_fitness
can i'd like to schedule a future transfer,make_transfer
how busy is the motorway right now please,commute_traffic
please help me find a flight,book_flight
can you book a doctor appointment,book_appointment
can you change my notification settings,update_preferences
list my upcoming payments right now,check_bill_due
renew my insurance policy,insurance_query
there is an unauthorised payment on my account,report_fraud
i require a referral to a consultant,book_appointment
can you solve this math problem for me,out_of_scope
please is there construction affecting my route,commute_traffic
what id do i need at the airport right now,travel_documents
give me an update on my flight please,check_flight_status
suggest somewhere italian near me please,restaurant_suggest
show me my annual leave status,check_pto
book holiday dates please right now,submit_leave
i need to fly to paris,book_flight
can you how can you help me,capabilities
please get me a healthy meal delivered,order_food
suggest hotels that match my budget,book_hotel
add a high priority item to my list right now,manage_todo
how much is left in my account,check_balance
please remind me in an hour,set_reminder
can you how active have i been this week,track_fitness
can i'd like to see my credit report,check_credit_score
check my bank balance please,check_balance
please how much pto rolls over next year,check_pto
can you switch to email notifications,update_preferences
can you is my credit score good enough for a loan,check_credit_score
am i rostered in this weekend,work_schedule
create a reminder for 3pm right now,set_reminder
can you play chess with me,out_of_scope
can you update my profile,update_preferences
can you show me my account balance,check_balance
please tell me what you are capable of,capabilities
please find an alternative route to avoid traffic,commute_traffic
should i leave early today right now,commute_traffic
please how long did i sleep,track_fitness
i'd like to need to schedule a one to one,schedule_meeting
please help me prepare my travel paperwork,travel_documents
hey good morning,greeting
can you i want to see my itinerary,check_flight_status
please track whether i have taken my medicine today,medication_reminder
i need to organise my tasks please,manage_todo
please suggest meals for the week,dietary_advice
hi there what can you do please,greeting
please help me understand what you can do,capabilities
please how do i get my money back for a cancelled trip,cancel_booking
can you order chinese food for tonight,order_food
can you what is my pto balance,check_pto
how much money do i have,check_balance
can you what vaccinations do i need for travel,travel_documents
please do i need travel insurance,travel_documents
there is a transaction i did not make please,report_fraud
are there any travel restrictions right now,travel_documents
what is a good vegetarian protein source please,dietary_advice
book my car for its annual service right now,car_maintenance
please i want to go out for dinner,restaurant_suggest
can you book holiday dates please,submit_leave
book flights for two people to lisbon please,book_flight
display my annual leave status,check_pto
what are my options for eating out tonight right now,restaurant_suggest
can you what medication do i take in the morning,medication_reminder
can you my account has been compromised,report_fraud
can you make a gp appointment for tomorrow,book_appointment
show me the office schedule please,work_schedule
set the lights to movie mode,control_home
i want to fly this weekend right now,book_flight
i need an alarm for tomorrow morning,set_alarm
please update my date of birth,update_preferences
please suggest something i can cook with chicken,dietary_advice
block out time for a presentation right now,schedule_meeting
tell me about health requirements for travel,travel_documents
please am i free on friday,check_schedule
i'd like to need to get my brakes checked,car_maintenance
please has my flight been delayed,check_flight_status
i'd like to want to dispute a transaction,report_fraud
please what are my working hours,work_schedule
can you when does my car tax expire,car_maintenance
please is my rent paid for this month,check_bill_due
please place a food delivery order,order_food
can you what is due at the end of the month,check_bill_due
can you how many vacation days are remaining,check_pto
please show upcoming events on my calendar,check_schedule
please cancel my hotel reservation,cancel_booking
please list everything on my calendar,check_schedule
what meetings do i'd like to have this week,check_schedule
what meetings do i'd like to have at work,work_schedule
can you is the thermostat set correctly,control_home
please how much annual leave do i have,check_pto
can you show me my pending tasks,manage_todo
i'd like to want to transfer money,make_transfer
assign this task to my teammate,task_management
